Player,Team,Match,Over,Span⬇,Mat,Inns,Runs,BF,RR,Wkts,Ave,BpD,Dot%,Bnd%
RR Rossouw,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",9,2024-2024,1,1,2,2,6,0,-,-,0,0
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",8,2024-2024,1,1,10,3,20,0,-,-,33.3,66.66
RR Rossouw,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",8,2024-2024,1,1,1,3,2,0,-,-,66.6,0
RR Rossouw,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",7,2024-2024,1,1,1,1,6,0,-,-,0,0
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",7,2024-2024,1,1,9,5,10.8,0,-,-,40,40
RR Rossouw,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",6,2024-2024,1,1,1,1,6,0,-,-,0,0
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",6,2024-2024,1,1,12,5,14.4,0,-,-,0,40
RR Rossouw,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",5,2024-2024,1,1,8,4,12,0,-,-,50,50
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",5,2024-2024,1,1,1,2,3,0,-,-,50,0
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",4,2024-2024,1,1,1,1,6,0,-,-,0,0
RR Rossouw,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",4,2024-2024,1,1,9,4,13.5,0,-,-,25,50
Prabhsimran Singh,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",4,2024-2024,1,1,0,1,0,1,0,1,100,0
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",3,2024-2024,1,1,1,2,3,0,-,-,50,0
Prabhsimran Singh,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",3,2024-2024,1,1,2,4,3,0,-,-,50,0
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",2,2024-2024,1,1,4,6,4,0,-,-,83.3,16.66
JM Bairstow,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",1,2024-2024,1,1,1,1,6,0,-,-,0,0
Prabhsimran Singh,PBKS,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",1,2024-2024,1,1,11,5,13.2,0,-,-,40,40
MS Dhoni,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",20,2024-2024,1,1,11,6,11,1,11,6,50,33.33
DJ Mitchell,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",19,2024-2024,1,1,1,1,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",19,2024-2024,1,1,0,1,0,1,0,1,100,0
MS Dhoni,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",19,2024-2024,1,1,2,4,3,0,-,-,50,0
MS Dhoni,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",18,2024-2024,1,1,1,1,6,0,-,-,0,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",18,2024-2024,1,1,0,1,0,1,0,1,100,0
MM Ali,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",18,2024-2024,1,1,11,4,16.5,0,-,-,25,50
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",17,2024-2024,1,1,17,5,20.4,0,-,-,20,60
MM Ali,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",17,2024-2024,1,1,2,2,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",16,2024-2024,1,1,2,2,6,0,-,-,0,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",16,2024-2024,1,1,4,2,12,1,4,2,50,50
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",16,2024-2024,1,1,2,2,6,0,-,-,0,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",15,2024-2024,1,1,2,2,6,0,-,-,0,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",15,2024-2024,1,1,5,4,7.5,0,-,-,0,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",14,2024-2024,1,1,3,3,6,0,-,-,33.3,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",14,2024-2024,1,1,2,3,4,0,-,-,33.3,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",13,2024-2024,1,1,2,2,6,0,-,-,0,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",13,2024-2024,1,1,2,4,3,0,-,-,50,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",12,2024-2024,1,1,1,1,6,0,-,-,0,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",12,2024-2024,1,1,4,5,4.8,0,-,-,40,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",11,2024-2024,1,1,5,6,5,0,-,-,50,0
SH Rizvi,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",10,2024-2024,1,1,1,1,6,0,-,-,0,0
RA Jadeja,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",10,2024-2024,1,1,1,2,3,1,1,2,50,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",10,2024-2024,1,1,2,3,4,0,-,-,33.3,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",9,2024-2024,1,1,1,1,6,0,-,-,0,0
RA Jadeja,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",9,2024-2024,1,1,1,2,3,0,-,-,50,0
SR Dube,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",9,2024-2024,1,1,0,1,0,1,0,1,100,0
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",9,2024-2024,1,1,0,2,0,1,0,2,100,0
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",8,2024-2024,1,1,2,3,4,0,-,-,33.3,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",8,2024-2024,1,1,2,3,4,0,-,-,33.3,0
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",7,2024-2024,1,1,2,3,4,0,-,-,33.3,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",7,2024-2024,1,1,3,3,6,0,-,-,0,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",6,2024-2024,1,1,1,1,6,0,-,-,0,0
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",6,2024-2024,1,1,13,5,15.6,0,-,-,20,60
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",5,2024-2024,1,1,5,2,15,0,-,-,0,50
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",5,2024-2024,1,1,9,4,13.5,0,-,-,25,50
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",4,2024-2024,1,1,0,2,0,0,-,-,100,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",4,2024-2024,1,1,3,4,4.5,0,-,-,50,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",3,2024-2024,1,1,1,3,2,0,-,-,66.6,0
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",3,2024-2024,1,1,4,3,8,0,-,-,66.6,33.33
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",2,2024-2024,1,1,1,1,6,0,-,-,0,0
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",2,2024-2024,1,1,9,5,10.8,0,-,-,40,40
RD Gaikwad,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",1,2024-2024,1,1,2,3,4,0,-,-,33.3,0
AM Rahane,CSK,"Chennai Super Kings v Punjab Kings at Chennai, Tata Indian Premier League, 1 May 2024",1,2024-2024,1,1,2,3,4,0,-,-,33.3,0
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",20,2024-2024,1,1,3,2,9,0,-,-,0,0
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",19,2024-2024,1,1,7,4,10.5,0,-,-,25,25
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",19,2024-2024,1,1,1,1,6,0,-,-,0,0
A Badoni,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",19,2024-2024,1,1,1,1,6,1,1,1,0,0
A Badoni,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",18,2024-2024,1,1,5,5,6,0,-,-,60,20
AJ Turner,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",18,2024-2024,1,1,0,1,0,1,0,1,100,0
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",17,2024-2024,1,1,0,3,0,0,-,-,100,0
AJ Turner,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",17,2024-2024,1,1,1,3,2,0,-,-,66.6,0
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",16,2024-2024,1,1,1,2,3,0,-,-,50,0
AJ Turner,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",16,2024-2024,1,1,3,4,4.5,0,-,-,25,0
AJ Turner,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",15,2024-2024,1,1,1,1,6,0,-,-,0,0
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 30 Apr 2024",15,2024-2024,1,1,1,1,6,0,-,-,0,0
